batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B0345,2025-09-28 21:42:08,190.2,80.0,22.3,490.0,1,8,0,15216.0,7.2,5.0,0.04551,0,2,87.6,89.4,86.3,40.5,33.21,0.082653,bearing_wear
B0321,2025-09-28 23:04:40,186.5,64.7,14.4,428.0,0,11,2,12066.6,3.5,10.3,0.033645,0,5,91.9,92.5,91.1,28.3,23.21,0.066121,normal
B0466,2025-09-28 23:42:45,185.9,71.4,17.4,670.0,2,16,1,13273.3,2.9,3.6,0.02597,1,2,91.6,92.6,92.6,36.5,29.93,0.054478,wet_material
B0556,2025-09-29 01:46:07,181.5,73.6,20.1,589.0,1,12,2,13358.4,1.5,1.4,0.034126,0,6,97.0,95.0,94.2,34.5,28.29,0.058574,bearing_wear
B0359,2025-09-29 02:53:34,193.0,76.5,17.7,545.0,0,11,1,14764.5,10.0,1.5,0.032477,0,5,86.7,90.3,90.9,34.5,28.29,0.063303,normal
B0357,2025-09-29 04:40:58,183.6,69.8,14.4,563.0,2,13,2,12815.3,0.6,5.2,0.025577,0,7,94.0,94.3,91.6,32.8,26.9,0.058259,normal
B0616,2025-09-29 06:26:09,181.9,81.9,17.4,440.0,1,19,1,14897.6,1.1,6.9,0.039545,1,5,92.7,93.4,92.7,33.9,27.8,0.077045,wet_material
B0308,2025-09-29 09:22:33,182.4,71.8,23.0,664.0,2,6,2,13096.3,0.6,3.2,0.034639,0,0,93.6,96.5,92.4,39.5,32.39,0.059488,normal
B0346,2025-09-29 09:36:48,185.5,78.0,18.2,393.0,1,19,1,14469.0,2.5,3.0,0.04631,1,5,92.9,94.3,92.5,33.0,27.06,0.083969,normal
B0349,2025-09-29 10:38:15,181.5,74.1,10.0,410.0,0,18,1,13449.2,1.5,0.9,0.02439,1,4,94.6,94.3,92.7,25.5,20.91,0.062195,normal
B0562,2025-09-29 10:57:40,186.3,86.4,17.2,429.0,1,10,0,16096.3,3.3,11.4,0.040093,0,4,89.0,89.2,86.6,38.6,31.65,0.089977,normal
B0603,2025-09-29 17:13:53,180.2,73.5,19.8,469.0,2,12,0,13244.7,2.8,1.5,0.042217,0,6,91.9,93.9,89.3,37.5,30.75,0.079957,normal
B0325,2025-09-29 18:43:29,182.1,76.7,19.5,526.0,0,20,1,13967.1,0.9,1.7,0.037072,1,6,96.6,96.9,95.1,34.2,28.04,0.065019,normal
B0613,2025-09-29 22:10:38,178.4,80.6,15.6,700.0,1,19,1,14379.0,4.6,5.6,0.022286,1,5,92.8,93.3,90.9,37.7,30.91,0.053857,bearing_wear
B0443,2025-09-29 23:17:30,187.8,75.2,18.7,677.0,0,19,1,14122.6,4.8,0.2,0.027622,1,5,91.4,93.6,92.0,34.7,28.45,0.051256,normal
B0442,2025-09-30 00:08:29,184.6,60.5,21.5,443.0,1,21,1,11168.3,1.6,14.5,0.048533,1,7,85.8,90.1,85.3,34.9,28.62,0.078781,normal
B0487,2025-09-30 02:14:36,175.0,70.2,21.3,680.0,0,18,1,12285.0,8.0,4.8,0.031324,1,4,86.4,91.2,91.7,32.0,26.24,0.047059,normal
B0337,2025-09-30 02:41:56,182.9,80.9,16.6,479.0,1,16,2,14796.6,0.1,5.9,0.034656,1,2,94.2,96.1,94.0,35.6,29.19,0.074322,normal
B0415,2025-09-30 04:09:26,182.3,61.8,22.9,470.0,0,10,2,11266.1,0.7,13.2,0.048723,0,4,89.4,92.6,88.0,31.2,25.58,0.066383,normal
B0492,2025-09-30 06:42:26,179.3,81.5,18.4,576.0,0,9,0,14613.0,3.7,6.5,0.031944,0,3,88.5,92.3,88.4,30.7,25.17,0.053299,wet_material
B0355,2025-09-30 07:05:17,177.9,65.2,10.0,478.0,0,8,1,11599.1,5.1,9.8,0.020921,0,2,92.0,89.2,88.1,28.2,23.12,0.058996,calibration_needed
B0352,2025-09-30 09:47:24,182.5,86.3,14.4,589.0,0,19,0,15749.8,0.5,11.3,0.024448,1,5,90.7,91.9,89.7,32.6,26.73,0.055348,normal
B0587,2025-09-30 10:28:42,176.4,75.0,21.8,528.0,0,6,1,13230.0,6.6,0.0,0.041288,0,0,91.6,92.5,90.5,34.9,28.62,0.066098,normal
B0448,2025-09-30 10:50:47,180.0,69.0,13.5,497.0,0,12,2,12420.0,3.0,6.0,0.027163,0,6,91.1,92.9,90.5,27.2,22.3,0.054728,bearing_wear
B0588,2025-09-30 10:56:11,183.7,79.3,16.1,450.0,1,13,1,14567.4,0.7,4.3,0.035778,0,7,96.1,95.2,93.1,33.0,27.06,0.073333,normal
B0576,2025-09-30 13:04:17,186.2,69.9,14.7,485.0,0,21,2,13015.4,3.2,5.1,0.030309,1,7,94.3,95.0,94.5,26.8,21.98,0.055258,wet_material
B0402,2025-09-30 16:40:01,180.3,70.9,20.1,608.0,0,10,1,12783.3,2.7,4.1,0.033059,0,4,92.9,93.5,91.2,34.7,28.45,0.057072,normal
B0331,2025-09-30 17:16:14,180.3,68.8,12.0,495.0,0,10,2,12404.6,2.7,6.2,0.024242,0,4,92.9,94.6,90.9,29.8,24.44,0.060202,normal
B0314,2025-09-30 17:44:47,187.6,77.2,15.4,569.0,0,14,1,14482.7,4.6,2.2,0.027065,1,0,92.5,93.9,90.7,34.5,28.29,0.060633,normal
B0426,2025-09-30 18:08:16,179.5,79.0,19.0,507.0,0,9,0,14180.5,3.5,4.0,0.037475,0,3,91.3,93.8,91.3,32.6,26.73,0.0643,normal
B0361,2025-09-30 19:20:26,185.3,69.1,19.6,543.0,0,11,1,12804.2,2.3,5.9,0.036096,0,5,92.8,93.5,92.5,32.7,26.81,0.060221,normal
B0590,2025-09-30 22:51:43,183.8,77.7,17.9,384.0,0,12,2,14281.3,0.8,2.7,0.046615,0,6,95.9,95.9,96.1,30.8,25.26,0.080208,normal
B0604,2025-09-30 23:17:45,181.3,78.7,17.4,515.0,1,20,2,14268.3,1.7,3.7,0.033786,1,6,94.7,95.9,94.1,34.7,28.45,0.067379,normal
B0589,2025-10-01 09:12:21,183.2,86.5,17.8,441.0,1,9,2,15846.8,0.2,11.5,0.040363,0,3,92.3,97.1,92.0,35.1,28.78,0.079592,normal
B0465,2025-10-01 12:28:20,175.0,79.9,18.8,441.0,1,7,1,13982.5,8.0,4.9,0.04263,0,1,89.1,89.6,92.4,34.7,28.45,0.078685,normal
B0542,2025-10-01 13:53:11,187.7,83.6,18.3,503.0,2,8,1,15691.7,4.7,8.6,0.036382,0,2,87.9,90.8,87.2,36.7,30.09,0.072962,normal
B0650,2025-10-01 20:44:50,186.2,68.1,27.2,457.0,0,18,1,12680.2,3.2,6.9,0.059519,1,4,89.8,90.2,92.2,31.5,25.83,0.068928,normal
B0502,2025-10-01 21:04:27,176.9,67.9,19.4,457.0,0,10,1,12011.5,6.1,7.1,0.042451,0,4,89.6,88.9,92.9,30.6,25.09,0.066958,bearing_wear
B0634,2025-10-01 21:55:14,176.6,91.4,19.7,545.0,0,16,1,16141.2,6.4,16.4,0.036147,1,2,84.7,88.5,84.8,35.9,29.44,0.065872,normal
B0537,2025-10-01 22:14:20,189.5,72.3,17.8,458.0,1,17,0,13700.8,6.5,2.7,0.038865,1,3,88.1,91.3,91.6,33.0,27.06,0.072052,normal
B0423,2025-10-01 22:42:34,181.3,76.3,15.4,526.0,1,13,0,13833.2,1.7,1.3,0.029278,0,7,94.3,94.3,93.5,34.8,28.54,0.06616,normal
B0452,2025-10-02 01:37:21,175.0,65.4,17.1,602.0,0,21,1,11445.0,8.0,9.6,0.028405,1,7,86.9,87.0,87.1,34.1,27.96,0.056645,normal
B0561,2025-10-02 02:12:33,178.5,64.3,14.5,398.0,2,8,0,11477.6,4.5,10.7,0.036432,0,2,87.8,87.9,84.8,33.8,27.72,0.084925,normal
B0382,2025-10-02 04:23:03,194.9,75.4,24.7,485.0,1,19,1,14695.5,11.9,0.4,0.050928,1,5,85.4,88.7,89.1,35.9,29.44,0.074021,normal
B0527,2025-10-02 05:07:41,181.0,72.9,23.3,607.0,0,13,0,13194.9,2.0,2.1,0.038386,0,7,92.2,93.5,92.3,34.7,28.45,0.057166,normal
B0597,2025-10-02 13:18:44,175.6,76.7,19.0,455.0,0,7,1,13468.5,7.4,1.7,0.041758,0,1,92.0,92.1,92.0,31.6,25.91,0.069451,normal
B0305,2025-10-02 13:27:08,181.9,79.1,15.9,429.0,1,7,1,14388.3,1.1,4.1,0.037063,0,1,97.0,93.2,89.9,33.7,27.63,0.078555,bearing_wear
B0600,2025-10-02 14:02:29,183.1,75.6,14.9,460.0,1,19,1,13842.4,0.1,0.6,0.032391,1,5,96.0,97.2,94.6,33.4,27.39,0.072609,normal
B0672,2025-10-02 14:52:32,180.1,65.4,20.1,574.0,2,9,0,11778.5,2.9,9.6,0.035017,0,3,87.8,88.8,88.1,37.9,31.08,0.066028,bearing_wear
B0592,2025-10-02 15:30:34,182.0,64.4,20.4,587.0,0,20,0,11720.8,1.0,10.6,0.034753,1,6,92.9,90.5,87.8,32.7,26.81,0.055707,normal
B0373,2025-10-02 17:08:32,178.9,72.6,14.6,548.0,1,11,0,12988.1,4.1,2.4,0.026642,0,5,92.4,91.5,89.6,33.8,27.72,0.061679,normal
B0701,2025-10-02 17:29:32,182.9,67.4,19.2,418.0,0,7,0,12327.5,0.1,7.6,0.045933,0,1,91.9,93.6,90.3,27.8,22.8,0.066507,normal
B0495,2025-10-02 19:21:50,183.0,93.20000000000002,24.1,443.0,1,12,2,17055.6,0.0,18.2,0.054402,0,6,90.4,90.0,89.9,38.9,31.9,0.08781,wet_material
B0644,2025-10-02 21:41:24,184.9,82.7,12.3,551.0,0,8,2,15291.2,1.9,7.7,0.022323,0,2,94.4,93.3,92.5,31.5,25.83,0.057169,wet_material
B0602,2025-10-02 23:50:25,177.3,81.9,20.9,574.0,2,13,0,14520.9,5.7,6.9,0.036411,0,7,86.2,89.8,85.8,39.1,32.06,0.068118,normal
B0313,2025-10-03 02:57:48,175.5,69.9,15.6,419.0,0,11,1,12267.4,7.5,5.1,0.037232,0,5,88.2,89.8,89.9,31.1,25.5,0.074224,normal
B0664,2025-10-03 03:22:31,181.0,88.0,18.0,619.0,0,7,2,15928.0,2.0,13.0,0.029079,0,1,89.2,92.0,89.7,34.0,27.88,0.054927,normal
B0336,2025-10-03 05:09:07,180.9,76.0,10.0,547.0,0,21,0,13748.4,2.1,1.0,0.018282,1,7,93.9,92.4,90.4,29.0,23.78,0.053016,bearing_wear
B0413,2025-10-03 06:14:41,183.4,77.5,18.5,463.0,1,9,1,14213.5,0.4,2.5,0.039957,0,3,96.6,95.0,94.2,37.4,30.67,0.080778,normal
B0598,2025-10-03 08:28:59,182.2,74.6,25.6,537.0,2,10,1,13592.1,0.8,0.4,0.047672,0,4,93.5,93.8,90.6,40.1,32.88,0.074674,normal
B0704,2025-10-03 08:55:26,187.0,69.1,23.6,590.0,0,14,0,12921.7,4.0,5.9,0.04,1,0,88.7,90.1,88.0,34.2,28.04,0.057966,normal
B0425,2025-10-03 13:19:28,187.3,85.1,20.5,558.0,2,14,0,15939.2,4.3,10.1,0.036738,1,0,85.8,88.9,85.8,38.6,31.65,0.069176,bearing_wear
B0457,2025-10-03 16:16:00,187.2,79.4,14.7,582.0,2,6,1,14863.7,4.2,4.4,0.025258,0,0,89.6,92.2,92.3,31.9,26.16,0.054811,normal
B0381,2025-10-03 17:11:07,182.5,80.3,10.0,609.0,2,11,1,14654.8,0.5,5.3,0.01642,0,5,94.6,91.2,93.0,31.8,26.08,0.052217,normal
B0655,2025-10-03 18:20:51,184.6,60.0,18.5,375.0,0,18,1,11076.0,1.6,15.0,0.049333,1,4,88.2,91.8,86.1,30.2,24.76,0.080533,calibration_needed
B0324,2025-10-04 02:03:52,180.5,81.7,11.5,453.0,1,13,2,14746.8,2.5,6.7,0.025386,0,7,94.4,94.6,91.0,32.6,26.73,0.071965,normal
B0676,2025-10-04 03:36:26,175.0,76.9,21.3,480.0,1,21,1,13457.5,8.0,1.9,0.044375,1,7,89.8,91.6,91.9,38.8,31.82,0.080833,normal
B0455,2025-10-04 05:12:59,179.3,70.6,11.7,620.0,0,8,1,12658.6,3.7,4.4,0.018871,0,2,92.2,92.3,92.0,27.7,22.71,0.044677,normal
B0620,2025-10-04 05:36:16,181.6,71.6,16.5,521.0,2,7,0,13002.6,1.4,3.4,0.03167,0,1,91.4,92.9,91.5,36.4,29.85,0.069866,normal
B0606,2025-10-04 07:33:26,188.8,70.5,18.4,535.0,0,21,1,13310.4,5.8,4.5,0.034393,1,7,90.1,91.3,88.7,31.3,25.67,0.058505,normal
B0722,2025-10-04 08:00:55,178.1,60.8,16.4,410.0,2,10,2,10828.5,4.9,14.2,0.04,0,4,85.6,89.2,85.8,31.2,25.58,0.076098,normal
B0585,2025-10-04 09:43:40,190.0,77.4,15.7,548.0,0,6,1,14706.0,7.0,2.4,0.02865,0,0,91.6,93.3,90.8,31.3,25.67,0.057117,normal
B0351,2025-10-04 15:56:30,184.7,68.4,22.2,406.0,0,12,0,12633.5,1.7,6.6,0.05468,0,6,89.6,91.4,90.7,33.3,27.31,0.08202,bearing_wear
B0764,2025-10-04 16:25:41,186.8,67.1,27.3,485.0,2,20,0,12534.3,3.8,7.9,0.056289,1,6,83.0,87.7,86.3,41.0,33.62,0.084536,normal
B0579,2025-10-04 17:17:06,183.1,75.0,15.8,547.0,1,13,1,13732.5,0.1,0.0,0.028885,0,7,95.7,97.9,94.5,31.2,25.58,0.057038,normal
B0414,2025-10-04 20:22:15,182.1,77.2,21.4,582.0,0,18,1,14058.1,0.9,2.2,0.03677,1,4,93.9,95.7,91.9,36.4,29.85,0.062543,normal
B0516,2025-10-04 21:22:57,189.4,66.7,21.5,503.0,0,12,1,12633.0,6.4,8.3,0.042744,0,6,87.9,90.4,86.0,33.1,27.14,0.065805,normal
B0384,2025-10-04 21:24:03,184.1,83.7,22.9,323.0,0,20,0,15409.2,1.1,8.7,0.070898,1,6,87.6,90.7,87.3,35.7,29.27,0.110526,normal
B0482,2025-10-05 00:37:59,187.8,69.3,12.3,474.0,1,16,1,13014.5,4.8,5.7,0.025949,1,2,88.3,90.8,88.5,32.9,26.98,0.069409,normal
B0694,2025-10-05 03:32:42,179.0,76.2,20.1,502.0,0,6,1,13639.8,4.0,1.2,0.04004,0,0,93.5,94.2,91.0,35.2,28.86,0.07012,normal
B0794,2025-10-05 05:34:09,180.8,74.7,16.3,470.0,0,16,2,13505.8,2.2,0.3,0.034681,1,2,94.8,96.6,94.8,28.9,23.7,0.061489,normal
B0621,2025-10-05 06:00:32,183.7,68.2,12.7,437.0,0,11,1,12528.3,0.7,6.8,0.029062,0,5,94.2,93.5,90.4,28.8,23.62,0.065904,normal
B0665,2025-10-05 07:28:37,182.7,71.6,13.2,336.0,0,20,2,13081.3,0.3,3.4,0.039286,1,6,96.6,96.3,92.0,27.1,22.22,0.080655,normal
B0521,2025-10-05 08:39:58,183.9,74.0,19.8,436.0,0,10,2,13608.6,0.9,1.0,0.045413,0,4,96.9,98.1,95.3,33.0,27.06,0.075688,normal
B0388,2025-10-05 14:51:28,184.4,77.7,12.7,342.0,0,7,1,14327.9,1.4,2.7,0.037135,0,1,96.1,95.0,91.3,27.4,22.47,0.080117,normal
B0490,2025-10-05 14:54:27,180.6,63.7,26.8,385.0,2,12,1,11504.2,2.4,11.3,0.06961,0,6,86.9,89.7,88.0,34.1,27.96,0.088571,bearing_wear
B0821,2025-10-05 16:42:15,185.3,75.9,23.1,305.0,0,21,0,14064.3,2.3,0.9,0.075738,1,7,90.3,95.7,91.0,34.7,28.45,0.11377,wet_material
B0667,2025-10-05 17:45:42,181.9,62.4,23.5,393.0,0,10,0,11350.6,1.1,12.6,0.059796,0,4,89.5,91.1,87.6,35.2,28.86,0.089567,wet_material
B0451,2025-10-05 18:45:37,181.6,78.3,15.8,557.0,0,10,2,14219.3,1.4,3.3,0.028366,0,4,96.9,94.3,94.1,34.2,28.04,0.0614,bearing_wear
B0511,2025-10-05 21:34:59,182.5,77.2,27.6,580.0,0,8,1,14089.0,0.5,2.2,0.047586,0,2,93.0,95.1,91.8,35.7,29.27,0.061552,normal
B0432,2025-10-05 22:36:19,187.3,76.7,24.4,519.0,1,12,1,14365.9,4.3,1.7,0.047013,0,6,91.5,91.7,91.5,37.0,30.34,0.071291,normal
B0494,2025-10-06 03:36:01,183.0,79.9,18.0,450.0,0,16,0,14621.7,0.0,4.9,0.04,1,2,94.7,94.1,94.5,34.6,28.37,0.076889,normal
B0545,2025-10-06 03:47:52,178.2,70.9,18.3,593.0,0,10,1,12634.4,4.8,4.1,0.03086,0,4,90.8,93.5,92.1,30.3,24.85,0.051096,normal
B0418,2025-10-06 05:40:08,185.7,72.2,21.9,628.0,2,8,2,13407.5,2.7,2.8,0.034873,0,2,91.7,95.6,95.7,38.4,31.49,0.061146,bearing_wear
B0378,2025-10-06 05:48:13,177.5,79.7,14.1,549.0,0,6,1,14146.8,5.5,4.7,0.025683,0,0,92.1,92.7,89.9,32.4,26.57,0.059016,normal
B0670,2025-10-06 10:14:25,186.3,75.0,17.7,544.0,0,8,1,13972.5,3.3,0.0,0.032537,0,2,95.5,96.7,96.2,30.6,25.09,0.05625,normal
B0703,2025-10-06 10:44:24,184.6,82.2,10.0,614.0,0,15,0,15174.1,1.6,7.2,0.016287,1,1,90.2,92.0,89.9,32.1,26.32,0.05228,normal
B0642,2025-10-06 11:37:27,183.9,60.0,10.0,509.0,1,11,1,11034.0,0.9,15.0,0.019646,0,5,91.3,88.3,86.1,27.3,22.39,0.053635,normal
B0398,2025-10-06 12:16:12,175.0,78.6,18.5,387.0,1,18,2,13755.0,8.0,3.6,0.047804,1,4,89.3,90.7,94.5,34.7,28.45,0.089664,bearing_wear
B0385,2025-10-06 15:00:36,185.1,65.7,11.7,694.0,2,14,0,12161.1,2.1,9.3,0.016859,1,0,91.0,90.2,89.5,31.4,25.75,0.045245,calibration_needed
B0474,2025-10-06 15:11:43,191.1,69.5,22.3,409.0,1,10,1,13281.4,8.1,5.5,0.054523,0,4,88.0,90.0,91.0,36.5,29.93,0.089242,normal
B0399,2025-10-06 16:35:38,188.7,69.2,18.1,578.0,0,8,1,13058.0,5.7,5.8,0.031315,0,2,90.2,92.5,89.6,31.9,26.16,0.05519,normal
B0393,2025-10-06 16:41:43,181.3,81.4,21.3,425.0,2,12,2,14757.8,1.7,6.4,0.050118,0,6,94.2,93.0,94.7,38.2,31.32,0.089882,normal
B0718,2025-10-06 17:52:05,184.6,74.1,16.6,382.0,0,9,2,13678.9,1.6,0.9,0.043455,0,3,95.2,95.6,95.4,28.8,23.62,0.075393,normal
B0601,2025-10-06 18:08:57,184.0,69.8,14.5,378.0,2,18,2,12843.2,1.0,5.2,0.03836,1,4,91.5,95.1,92.7,32.8,26.9,0.086772,bearing_wear
B0376,2025-10-06 18:30:34,188.0,66.7,22.7,525.0,2,16,1,12539.6,5.0,8.3,0.043238,1,2,87.3,89.6,88.0,34.7,28.45,0.066095,normal
B0526,2025-10-06 19:17:33,182.4,72.3,12.7,529.0,0,8,0,13187.5,0.6,2.7,0.024008,0,2,95.0,93.7,92.3,31.9,26.16,0.060302,normal
B0479,2025-10-06 20:50:44,178.6,65.1,16.3,620.0,0,9,2,11626.9,4.4,9.9,0.02629,0,3,90.3,90.9,92.0,28.9,23.7,0.046613,normal
B0668,2025-10-06 20:56:24,181.4,60.0,22.8,368.0,1,14,2,10884.0,1.6,15.0,0.061957,1,0,90.5,91.5,89.4,31.7,25.99,0.086141,normal
B0840,2025-10-06 22:29:56,176.3,77.3,11.6,626.0,0,10,2,13628.0,6.7,2.3,0.01853,0,4,91.7,93.4,91.4,27.2,22.3,0.04345,normal
B0682,2025-10-06 22:49:04,177.5,64.1,17.1,584.0,0,9,1,11377.7,5.5,10.9,0.029281,0,3,88.0,91.5,87.5,30.7,25.17,0.052568,normal
B0698,2025-10-07 01:37:03,182.4,82.5,15.7,467.0,0,9,0,15048.0,0.6,7.5,0.033619,0,3,90.7,93.1,88.7,35.1,28.78,0.075161,calibration_needed
B0389,2025-10-07 01:47:17,181.2,83.6,21.1,523.0,1,9,1,15148.3,1.8,8.6,0.040344,0,3,91.1,93.2,91.2,36.7,30.09,0.070172,normal
B0564,2025-10-07 02:35:49,182.0,73.3,21.3,419.0,1,20,1,13340.6,1.0,1.7,0.050835,1,6,94.7,95.2,90.8,31.3,25.67,0.074702,normal
B0358,2025-10-07 04:54:13,190.8,65.1,20.0,527.0,0,6,0,12421.1,7.8,9.9,0.037951,0,0,85.9,87.4,86.1,33.8,27.72,0.064137,normal
B0367,2025-10-07 07:23:43,180.9,74.6,13.6,537.0,0,16,0,13495.1,2.1,0.4,0.025326,1,2,92.6,94.4,92.6,29.7,24.35,0.055307,normal
B0569,2025-10-07 08:14:09,186.5,74.0,18.6,406.0,2,14,0,13801.0,3.5,1.0,0.045813,1,0,89.6,93.6,94.7,37.7,30.91,0.092857,normal
B0629,2025-10-07 09:10:27,181.4,71.4,16.8,524.0,0,12,1,12952.0,1.6,3.6,0.032061,0,6,93.8,95.0,93.1,33.3,27.31,0.06355,normal
B0463,2025-10-07 10:08:58,182.1,70.9,14.6,608.0,1,8,0,12910.9,0.9,4.1,0.024013,0,2,93.8,94.0,90.8,34.3,28.13,0.056414,bearing_wear
B0637,2025-10-07 10:40:50,185.6,74.6,23.1,576.0,1,19,2,13845.8,2.6,0.4,0.040104,1,5,93.9,95.6,94.3,38.9,31.9,0.067535,wet_material
B0583,2025-10-07 12:29:35,180.4,72.3,13.4,490.0,1,12,2,13042.9,2.6,2.7,0.027347,0,6,95.2,94.5,92.8,28.8,23.62,0.058776,normal
B0617,2025-10-07 15:15:00,185.1,70.0,19.8,491.0,1,13,2,12957.0,2.1,5.0,0.040326,0,7,94.0,97.2,94.3,35.6,29.19,0.072505,normal
B0477,2025-10-07 15:16:57,180.8,80.6,15.7,507.0,0,9,1,14572.5,2.2,5.6,0.030966,0,3,92.8,93.2,91.0,32.7,26.81,0.064497,wet_material
B0364,2025-10-07 20:02:23,179.5,74.4,21.2,478.0,0,8,2,13354.8,3.5,0.6,0.044351,0,2,93.6,97.9,94.8,34.0,27.88,0.07113,normal
B0726,2025-10-07 20:12:43,186.0,74.5,13.2,431.0,0,18,2,13857.0,3.0,0.5,0.030626,1,4,95.0,95.8,95.4,28.4,23.29,0.065893,normal
B0750,2025-10-07 23:30:37,181.3,68.2,21.8,442.0,2,16,1,12364.7,1.7,6.8,0.049321,1,2,88.4,93.3,88.6,35.1,28.78,0.079412,normal
B0689,2025-10-08 00:18:34,185.6,81.2,14.2,499.0,0,9,1,15070.7,2.6,6.2,0.028457,0,3,91.9,93.9,91.2,34.3,28.13,0.068737,normal
B0818,2025-10-08 03:11:33,182.3,62.8,17.0,469.0,0,7,1,11448.4,0.7,12.2,0.036247,0,1,91.6,93.2,89.0,29.7,24.35,0.063326,wet_material
B0383,2025-10-08 05:06:27,176.2,77.7,19.8,568.0,2,10,1,13690.7,6.8,2.7,0.034859,0,4,89.6,91.5,92.2,39.1,32.06,0.068838,normal
B0555,2025-10-08 08:53:58,185.9,84.5,14.6,566.0,0,18,1,15708.6,2.9,9.5,0.025795,1,4,90.0,91.5,91.1,32.5,26.65,0.05742,wet_material
B0419,2025-10-08 09:52:02,175.0,67.3,18.0,552.0,0,9,1,11777.5,8.0,7.7,0.032609,0,3,86.0,88.9,89.0,30.7,25.17,0.055616,normal
B0435,2025-10-08 10:22:56,185.3,71.2,18.2,472.0,1,6,1,13193.4,2.3,3.8,0.038559,0,0,93.9,93.2,90.1,34.4,28.21,0.072881,normal
B0366,2025-10-08 11:41:37,182.2,81.6,20.6,445.0,2,18,0,14867.5,0.8,6.6,0.046292,1,4,89.3,91.7,89.3,38.4,31.49,0.086292,calibration_needed
B0525,2025-10-08 12:05:45,188.4,60.9,14.4,591.0,2,13,1,11473.6,5.4,14.1,0.024365,0,7,84.9,88.1,86.0,34.5,28.29,0.058376,bearing_wear
B0638,2025-10-08 13:39:56,175.8,77.8,22.3,548.0,0,6,0,13677.2,7.2,2.8,0.040693,0,0,86.7,87.8,91.7,35.4,29.03,0.064599,normal
B0770,2025-10-08 15:46:46,185.1,83.5,16.4,645.0,0,7,1,15455.8,2.1,8.5,0.025426,0,1,90.7,90.9,88.0,32.0,26.24,0.049612,wet_material
B0663,2025-10-08 16:55:19,184.2,78.9,11.4,519.0,2,12,1,14533.4,1.2,3.9,0.021965,0,6,97.4,92.3,90.5,32.3,26.49,0.062235,normal
B0566,2025-10-08 17:00:54,175.0,71.8,20.2,481.0,1,17,1,12565.0,8.0,3.2,0.041996,1,3,87.8,88.4,91.9,35.5,29.11,0.073805,normal
B0593,2025-10-08 18:28:15,189.7,60.0,17.1,498.0,1,19,0,11382.0,6.7,15.0,0.034337,1,5,83.1,86.3,83.89999999999998,32.9,26.98,0.066064,normal
B0538,2025-10-08 19:35:20,184.5,67.3,21.0,416.0,1,10,2,12416.8,1.5,7.7,0.050481,0,4,92.2,93.6,89.7,32.8,26.9,0.078846,normal
B0438,2025-10-08 20:00:04,186.6,63.2,20.2,597.0,1,11,1,11793.1,3.6,11.8,0.033836,0,5,87.6,90.9,87.5,36.5,29.93,0.061139,normal
B0403,2025-10-08 20:35:36,189.2,70.7,21.4,668.0,0,10,1,13376.4,6.2,4.3,0.032036,0,4,87.1,92.3,88.0,34.1,27.96,0.051048,normal
B0856,2025-10-08 20:55:47,186.7,78.8,16.2,450.0,0,9,2,14712.0,3.7,3.8,0.036,0,3,93.9,94.2,94.2,32.7,26.81,0.072667,normal
B0501,2025-10-08 21:52:35,181.6,76.4,21.4,461.0,0,12,1,13874.2,1.4,1.4,0.046421,0,6,95.7,94.4,92.9,33.8,27.72,0.073319,bearing_wear
B0396,2025-10-08 23:53:49,188.1,73.0,11.3,578.0,0,17,0,13731.3,5.1,2.0,0.01955,1,3,90.4,91.8,90.4,26.5,21.73,0.045848,bearing_wear
B0874,2025-10-09 01:16:53,185.6,77.5,14.7,566.0,0,15,1,14384.0,2.6,2.5,0.025972,1,1,93.3,93.2,91.4,32.3,26.49,0.057067,normal
B0729,2025-10-09 01:57:27,180.0,64.4,18.7,610.0,1,8,2,11592.0,3.0,10.6,0.030656,0,2,91.7,93.0,91.0,31.4,25.75,0.051475,normal
B0882,2025-10-09 02:04:37,184.0,71.1,18.5,477.0,2,9,1,13082.4,1.0,3.9,0.038784,0,3,91.5,93.4,91.7,33.8,27.72,0.07086,normal
B0484,2025-10-09 02:12:43,184.8,78.6,21.5,376.0,2,12,0,14525.3,1.8,3.6,0.057181,0,6,91.2,92.9,90.0,36.6,30.01,0.09734,normal
B0730,2025-10-09 03:52:15,188.4,83.1,21.7,565.0,0,11,1,15656.0,5.4,8.1,0.038407,0,5,88.2,89.9,87.9,39.0,31.98,0.069027,normal
B0461,2025-10-09 03:55:44,178.8,76.4,22.4,496.0,0,10,2,13660.3,4.2,1.4,0.045161,0,4,92.8,94.5,93.4,33.2,27.22,0.066935,normal
B0754,2025-10-09 05:31:00,185.7,70.6,14.8,386.0,1,15,0,13110.4,2.7,4.4,0.038342,1,1,91.4,91.9,88.8,34.3,28.13,0.08886,normal
B0666,2025-10-09 05:42:42,192.4,77.3,16.9,482.0,0,11,1,14872.5,9.4,2.3,0.035062,0,5,89.6,90.6,91.3,33.3,27.31,0.069087,normal
B0572,2025-10-09 06:14:01,183.1,77.2,24.1,473.0,0,7,1,14135.3,0.1,2.2,0.050951,0,1,95.3,95.7,92.0,37.4,30.67,0.07907,bearing_wear
